Total_Demand_KW,year,month,dayofweek,hour
1271,2019,11,0,7
1274,2019,11,0,7
1278,2019,11,0,7
1267,2019,11,0,7
1251,2019,11,0,6
1271,2019,11,0,6
1290,2019,11,0,6
1117,2019,11,0,6
990,2019,11,0,5
986,2019,11,0,5
990,2019,11,0,5
986,2019,11,0,5
1009,2019,11,0,4
986,2019,11,0,4
990,2019,11,0,4
990,2019,11,0,4
986,2019,11,0,3
990,2019,11,0,3
994,2019,11,0,3
998,2019,11,0,3
998,2019,11,0,2
1009,2019,11,0,2
1002,2019,11,0,2
998,2019,11,0,2
994,2019,11,0,1
1006,2019,11,0,1
998,2019,11,0,1
1006,2019,11,0,1
983,2019,11,0,0
1002,2019,11,0,0
1009,2019,11,0,0
1006,2019,11,0,0
998,2019,11,6,23
998,2019,11,6,23
1009,2019,11,6,23
1006,2019,11,6,23
1002,2019,11,6,22
998,2019,11,6,22
1002,2019,11,6,22
990,2019,11,6,22
998,2019,11,6,21
994,2019,11,6,21
1086,2019,11,6,21
1274,2019,11,6,21
1259,2019,11,6,20
1267,2019,11,6,20
1274,2019,11,6,20
1255,2019,11,6,20
1259,2019,11,6,19
1267,2019,11,6,19
1263,2019,11,6,19
1255,2019,11,6,19
1263,2019,11,6,18
1259,2019,11,6,18
1263,2019,11,6,18
1263,2019,11,6,18
1274,2019,11,6,17
1271,2019,11,6,17
1271,2019,11,6,17
1267,2019,11,6,17
1278,2019,11,6,16
1274,2019,11,6,16
1282,2019,11,6,16
1274,2019,11,6,16
1267,2019,11,6,15
1274,2019,11,6,15
1271,2019,11,6,15
1278,2019,11,6,15
1274,2019,11,6,14
1267,2019,11,6,14
1263,2019,11,6,14
1263,2019,11,6,14
1274,2019,11,6,13
1278,2019,11,6,13
1267,2019,11,6,13
1267,2019,11,6,13
1278,2019,11,6,12
1282,2019,11,6,12
1286,2019,11,6,12
1267,2019,11,6,12
1267,2019,11,6,11
1286,2019,11,6,11
1278,2019,11,6,11
1274,2019,11,6,11
1278,2019,11,6,10
1278,2019,11,6,10
1274,2019,11,6,10
1274,2019,11,6,10
1278,2019,11,6,9
1278,2019,11,6,9
1278,2019,11,6,9
1290,2019,11,6,9
1271,2019,11,6,8
1278,2019,11,6,8
1282,2019,11,6,8
1286,2019,11,6,8
1267,2019,11,6,7
1278,2019,11,6,7
1290,2019,11,6,7
1274,2019,11,6,7
1274,2019,11,6,6
1297,2019,11,6,6
1324,2019,11,6,6
1136,2019,11,6,6
1002,2019,11,6,5
1006,2019,11,6,5
998,2019,11,6,5
990,2019,11,6,5
998,2019,11,6,4
1006,2019,11,6,4
998,2019,11,6,4
998,2019,11,6,4
998,2019,11,6,3
994,2019,11,6,3
994,2019,11,6,3
1002,2019,11,6,3
1006,2019,11,6,2
1009,2019,11,6,2
1009,2019,11,6,2
998,2019,11,6,2
1009,2019,11,6,1
1006,2019,11,6,1
1017,2019,11,6,1
1021,2019,11,6,1
1017,2019,11,6,0
1006,2019,11,6,0
1029,2019,11,6,0
1002,2019,11,6,0
1002,2019,11,5,23
1017,2019,11,5,23
1009,2019,11,5,23
1017,2019,11,5,23
990,2019,11,5,22
1013,2019,11,5,22
1025,2019,11,5,22
1017,2019,11,5,22
1017,2019,11,5,21
1025,2019,11,5,21
1105,2019,11,5,21
1294,2019,11,5,21
1286,2019,11,5,20
1274,2019,11,5,20
1286,2019,11,5,20
1290,2019,11,5,20
1290,2019,11,5,19
1305,2019,11,5,19
1286,2019,11,5,19
1286,2019,11,5,19
1290,2019,11,5,18
1301,2019,11,5,18
1297,2019,11,5,18
1286,2019,11,5,18
1294,2019,11,5,17
1301,2019,11,5,17
1290,2019,11,5,17
1297,2019,11,5,17
1294,2019,11,5,16
1301,2019,11,5,16
1301,2019,11,5,16
1294,2019,11,5,16
1294,2019,11,5,15
1297,2019,11,5,15
1313,2019,11,5,15
1297,2019,11,5,15
1294,2019,11,5,14
1294,2019,11,5,14
1309,2019,11,5,14
1305,2019,11,5,14
1305,2019,11,5,13
1301,2019,11,5,13
1305,2019,11,5,13
1305,2019,11,5,13
1320,2019,11,5,12
1324,2019,11,5,12
1332,2019,11,5,12
1332,2019,11,5,12
1313,2019,11,5,11
1313,2019,11,5,11
1313,2019,11,5,11
1317,2019,11,5,11
1313,2019,11,5,10
1305,2019,11,5,10
1301,2019,11,5,10
1290,2019,11,5,10
1297,2019,11,5,9
1301,2019,11,5,9
1297,2019,11,5,9
1324,2019,11,5,9
1344,2019,11,5,8
1336,2019,11,5,8
1328,2019,11,5,8
1313,2019,11,5,8
1297,2019,11,5,7
1294,2019,11,5,7
1309,2019,11,5,7
1301,2019,11,5,7
1309,2019,11,5,6
1317,2019,11,5,6
1359,2019,11,5,6
1178,2019,11,5,6
1052,2019,11,5,5
1048,2019,11,5,5
1052,2019,11,5,5
1032,2019,11,5,5
1032,2019,11,5,4
1029,2019,11,5,4
1032,2019,11,5,4
1048,2019,11,5,4
1052,2019,11,5,3
1040,2019,11,5,3
1048,2019,11,5,3
1067,2019,11,5,3
1059,2019,11,5,2
1071,2019,11,5,2
1044,2019,11,5,2
1029,2019,11,5,2
1021,2019,11,5,1
1032,2019,11,5,1
1036,2019,11,5,1
1036,2019,11,5,1
1032,2019,11,5,0
1029,2019,11,5,0
1052,2019,11,5,0
1059,2019,11,5,0
1071,2019,11,4,23
1063,2019,11,4,23
1071,2019,11,4,23
1052,2019,11,4,23
1067,2019,11,4,22
1044,2019,11,4,22
1040,2019,11,4,22
1048,2019,11,4,22
1044,2019,11,4,21
1056,2019,11,4,21
1140,2019,11,4,21
1340,2019,11,4,21
1336,2019,11,4,20
1359,2019,11,4,20
1359,2019,11,4,20
1378,2019,11,4,20
1397,2019,11,4,19
1405,2019,11,4,19
1401,2019,11,4,19
1413,2019,11,4,19
1409,2019,11,4,18
1440,2019,11,4,18
1451,2019,11,4,18
1447,2019,11,4,18
1459,2019,11,4,17
1463,2019,11,4,17
1501,2019,11,4,17
1520,2019,11,4,17
1551,2019,11,4,16
1574,2019,11,4,16
1593,2019,11,4,16
1608,2019,11,4,16
1639,2019,11,4,15
1632,2019,11,4,15
1620,2019,11,4,15
1628,2019,11,4,15
1655,2019,11,4,14
1635,2019,11,4,14
1651,2019,11,4,14
1651,2019,11,4,14
1643,2019,11,4,13
1639,2019,11,4,13
1647,2019,11,4,13
1647,2019,11,4,13
1647,2019,11,4,12
1639,2019,11,4,12
1662,2019,11,4,12
1662,2019,11,4,12
1662,2019,11,4,11
1647,2019,11,4,11
1643,2019,11,4,11
1658,2019,11,4,11
1647,2019,11,4,10
1639,2019,11,4,10
1639,2019,11,4,10
1639,2019,11,4,10
1605,2019,11,4,9
1605,2019,11,4,9
1566,2019,11,4,9
1516,2019,11,4,9
1489,2019,11,4,8
1478,2019,11,4,8
1436,2019,11,4,8
1397,2019,11,4,8
1382,2019,11,4,7
1370,2019,11,4,7
1363,2019,11,4,7
1336,2019,11,4,7
1332,2019,11,4,6
1324,2019,11,4,6
1344,2019,11,4,6
1175,2019,11,4,6
1059,2019,11,4,5
1013,2019,11,4,5
1029,2019,11,4,5
1025,2019,11,4,5
1017,2019,11,4,4
1021,2019,11,4,4
1009,2019,11,4,4
1017,2019,11,4,4
1017,2019,11,4,3
998,2019,11,4,3
1009,2019,11,4,3
1017,2019,11,4,3
1013,2019,11,4,2
1025,2019,11,4,2
1013,2019,11,4,2
1013,2019,11,4,2
1009,2019,11,4,1
1002,2019,11,4,1
1013,2019,11,4,1
1006,2019,11,4,1
1017,2019,11,4,0
1021,2019,11,4,0
1009,2019,11,4,0
1063,2019,11,4,0
1044,2019,11,3,23
1052,2019,11,3,23
1056,2019,11,3,23
1052,2019,11,3,23
1067,2019,11,3,22
1048,2019,11,3,22
1048,2019,11,3,22
1048,2019,11,3,22
1067,2019,11,3,21
1063,2019,11,3,21
1121,2019,11,3,21
1297,2019,11,3,21
1290,2019,11,3,20
1313,2019,11,3,20
1313,2019,11,3,20
1328,2019,11,3,20
1351,2019,11,3,19
1340,2019,11,3,19
1363,2019,11,3,19
1367,2019,11,3,19
1370,2019,11,3,18
1370,2019,11,3,18
1397,2019,11,3,18
1393,2019,11,3,18
1420,2019,11,3,17
1424,2019,11,3,17
1459,2019,11,3,17
1501,2019,11,3,17
1512,2019,11,3,16
1520,2019,11,3,16
1536,2019,11,3,16
1555,2019,11,3,16
1566,2019,11,3,15
1543,2019,11,3,15
1551,2019,11,3,15
1570,2019,11,3,15
1574,2019,11,3,14
1578,2019,11,3,14
1593,2019,11,3,14
1605,2019,11,3,14
1597,2019,11,3,13
1597,2019,11,3,13
1612,2019,11,3,13
1601,2019,11,3,13
1612,2019,11,3,12
1620,2019,11,3,12
1639,2019,11,3,12
1616,2019,11,3,12
1632,2019,11,3,11
1612,2019,11,3,11
1632,2019,11,3,11
1612,2019,11,3,11
1620,2019,11,3,10
1597,2019,11,3,10
1616,2019,11,3,10
1597,2019,11,3,10
1589,2019,11,3,9
1562,2019,11,3,9
1536,2019,11,3,9
1512,2019,11,3,9
1482,2019,11,3,8
1459,2019,11,3,8
1413,2019,11,3,8
1374,2019,11,3,8
1363,2019,11,3,7
1351,2019,11,3,7
1286,2019,11,3,7
1286,2019,11,3,7
1267,2019,11,3,6
1259,2019,11,3,6
1301,2019,11,3,6
1102,2019,11,3,6
979,2019,11,3,5
983,2019,11,3,5
975,2019,11,3,5
979,2019,11,3,5
990,2019,11,3,4
963,2019,11,3,4
983,2019,11,3,4
986,2019,11,3,4
979,2019,11,3,3
975,2019,11,3,3
979,2019,11,3,3
979,2019,11,3,3
967,2019,11,3,2
979,2019,11,3,2
979,2019,11,3,2
990,2019,11,3,2
975,2019,11,3,1
963,2019,11,3,1
979,2019,11,3,1
971,2019,11,3,1
963,2019,11,3,0
971,2019,11,3,0
998,2019,11,3,0
1036,2019,11,3,0
1025,2019,11,2,23
1017,2019,11,2,23
1044,2019,11,2,23
1079,2019,11,2,23
1067,2019,11,2,22
1059,2019,11,2,22
1086,2019,11,2,22
1094,2019,11,2,22
1086,2019,11,2,21
1121,2019,11,2,21
1171,2019,11,2,21
1301,2019,11,2,21
1286,2019,11,2,20
1309,2019,11,2,20
1313,2019,11,2,20
1320,2019,11,2,20
1305,2019,11,2,19
1328,2019,11,2,19
1347,2019,11,2,19
1355,2019,11,2,19
1355,2019,11,2,18
1374,2019,11,2,18
1378,2019,11,2,18
1401,2019,11,2,18
1413,2019,11,2,17
1424,2019,11,2,17
1459,2019,11,2,17
1516,2019,11,2,17
1536,2019,11,2,16
1536,2019,11,2,16
1555,2019,11,2,16
1562,2019,11,2,16
1547,2019,11,2,15
1539,2019,11,2,15
1547,2019,11,2,15
1562,2019,11,2,15
1562,2019,11,2,14
1570,2019,11,2,14
1559,2019,11,2,14
1559,2019,11,2,14
1562,2019,11,2,13
1582,2019,11,2,13
1585,2019,11,2,13
1597,2019,11,2,13
1608,2019,11,2,12
1608,2019,11,2,12
1620,2019,11,2,12
1597,2019,11,2,12
1601,2019,11,2,11
1608,2019,11,2,11
1608,2019,11,2,11
1597,2019,11,2,11
1601,2019,11,2,10
1608,2019,11,2,10
1593,2019,11,2,10
1585,2019,11,2,10
1582,2019,11,2,9
1570,2019,11,2,9
1566,2019,11,2,9
1486,2019,11,2,9
1413,2019,11,2,8
1401,2019,11,2,8
1374,2019,11,2,8
1328,2019,11,2,8
1297,2019,11,2,7
1294,2019,11,2,7
1271,2019,11,2,7
1267,2019,11,2,7
1255,2019,11,2,6
1251,2019,11,2,6
1271,2019,11,2,6
1117,2019,11,2,6
967,2019,11,2,5
971,2019,11,2,5
983,2019,11,2,5
956,2019,11,2,5
960,2019,11,2,4
971,2019,11,2,4
971,2019,11,2,4
956,2019,11,2,4
956,2019,11,2,3
967,2019,11,2,3
963,2019,11,2,3
948,2019,11,2,3
960,2019,11,2,2
963,2019,11,2,2
963,2019,11,2,2
944,2019,11,2,2
967,2019,11,2,1
963,2019,11,2,1
960,2019,11,2,1
960,2019,11,2,1
952,2019,11,2,0
960,2019,11,2,0
956,2019,11,2,0
971,2019,11,2,0
967,2019,11,1,23
983,2019,11,1,23
1021,2019,11,1,23
994,2019,11,1,23
1013,2019,11,1,22
1017,2019,11,1,22
1021,2019,11,1,22
1040,2019,11,1,22
1048,2019,11,1,21
1056,2019,11,1,21
1117,2019,11,1,21
1278,2019,11,1,21
1286,2019,11,1,20
1282,2019,11,1,20
1282,2019,11,1,20
1286,2019,11,1,20
1301,2019,11,1,19
1320,2019,11,1,19
1324,2019,11,1,19
1328,2019,11,1,19
1328,2019,11,1,18
1344,2019,11,1,18
1363,2019,11,1,18
1374,2019,11,1,18
1374,2019,11,1,17
1393,2019,11,1,17
1416,2019,11,1,17
1436,2019,11,1,17
1455,2019,11,1,16
1470,2019,11,1,16
1482,2019,11,1,16
1493,2019,11,1,16
1520,2019,11,1,15
1520,2019,11,1,15
1509,2019,11,1,15
1516,2019,11,1,15
1524,2019,11,1,14
1516,2019,11,1,14
1539,2019,11,1,14
1520,2019,11,1,14
1532,2019,11,1,13
1524,2019,11,1,13
1536,2019,11,1,13
1528,2019,11,1,13
1524,2019,11,1,12
1528,2019,11,1,12
1524,2019,11,1,12
1536,2019,11,1,12
1543,2019,11,1,11
1547,2019,11,1,11
1574,2019,11,1,11
1562,2019,11,1,11
1562,2019,11,1,10
1555,2019,11,1,10
1574,2019,11,1,10
1555,2019,11,1,10
1555,2019,11,1,9
1532,2019,11,1,9
1512,2019,11,1,9
1478,2019,11,1,9
1440,2019,11,1,8
1409,2019,11,1,8
1378,2019,11,1,8
1340,2019,11,1,8
1317,2019,11,1,7
1313,2019,11,1,7
1297,2019,11,1,7
1267,2019,11,1,7
1251,2019,11,1,6
1244,2019,11,1,6
1259,2019,11,1,6
1109,2019,11,1,6
990,2019,11,1,5
944,2019,11,1,5
952,2019,11,1,5
940,2019,11,1,5
933,2019,11,1,4
944,2019,11,1,4
948,2019,11,1,4
940,2019,11,1,4
956,2019,11,1,3
952,2019,11,1,3
948,2019,11,1,3
944,2019,11,1,3
944,2019,11,1,2
948,2019,11,1,2
956,2019,11,1,2
940,2019,11,1,2
948,2019,11,1,1
952,2019,11,1,1
948,2019,11,1,1
952,2019,11,1,1
960,2019,11,1,0
963,2019,11,1,0
948,2019,11,1,0
956,2019,11,1,0
963,2019,11,0,23
963,2019,11,0,23
963,2019,11,0,23
971,2019,11,0,23
967,2019,11,0,22
960,2019,11,0,22
971,2019,11,0,22
967,2019,11,0,22
971,2019,11,0,21
986,2019,11,0,21
1071,2019,11,0,21
1255,2019,11,0,21
1251,2019,11,0,20
1274,2019,11,0,20
1286,2019,11,0,20
1274,2019,11,0,20
1290,2019,11,0,19
1301,2019,11,0,19
1328,2019,11,0,19
1351,2019,11,0,19
1344,2019,11,0,18
1374,2019,11,0,18
1397,2019,11,0,18
1393,2019,11,0,18
1416,2019,11,0,17
1451,2019,11,0,17
1474,2019,11,0,17
1509,2019,11,0,17
1539,2019,11,0,16
1547,2019,11,0,16
1555,2019,11,0,16
1582,2019,11,0,16
1578,2019,11,0,15
1589,2019,11,0,15
1578,2019,11,0,15
1582,2019,11,0,15
1597,2019,11,0,14
1585,2019,11,0,14
1597,2019,11,0,14
1597,2019,11,0,14
1601,2019,11,0,13
1655,2019,11,0,13
1731,2019,11,0,13
1628,2019,11,0,13
1628,2019,11,0,12
1628,2019,11,0,12
1647,2019,11,0,12
1635,2019,11,0,12
1639,2019,11,0,11
1632,2019,11,0,11
1639,2019,11,0,11
1601,2019,11,0,11
1624,2019,11,0,10
1616,2019,11,0,10
1620,2019,11,0,10
1601,2019,11,0,10
1597,2019,11,0,9
1566,2019,11,0,9
1566,2019,11,0,9
1509,2019,11,0,9
1447,2019,11,0,8
1409,2019,11,0,8
1405,2019,11,0,8
1370,2019,11,0,8
1328,2019,11,0,7
1309,2019,11,0,7
1317,2019,11,0,7
1278,2019,11,0,7
1271,2019,11,0,6
1255,2019,11,0,6
1271,2019,11,0,6
1102,2019,11,0,6
960,2019,11,0,5
963,2019,11,0,5
952,2019,11,0,5
967,2019,11,0,5
963,2019,11,0,4
956,2019,11,0,4
963,2019,11,0,4
967,2019,11,0,4
952,2019,11,0,3
963,2019,11,0,3
956,2019,11,0,3
956,2019,11,0,3
960,2019,11,0,2
956,2019,11,0,2
960,2019,11,0,2
971,2019,11,0,2
948,2019,11,0,1
944,2019,11,0,1
952,2019,11,0,1
956,2019,11,0,1
960,2019,11,0,0
963,2019,11,0,0
963,2019,11,0,0
967,2019,11,0,0
940,2019,11,6,23
948,2019,11,6,23
944,2019,11,6,23
956,2019,11,6,23
940,2019,11,6,22
940,2019,11,6,22
956,2019,11,6,22
960,2019,11,6,22
963,2019,11,6,21
948,2019,11,6,21
1017,2019,11,6,21
1217,2019,11,6,21
1224,2019,11,6,20
1209,2019,11,6,20
1217,2019,11,6,20
1217,2019,11,6,20
1209,2019,11,6,19
1209,2019,11,6,19
1201,2019,11,6,19
1217,2019,11,6,19
1205,2019,11,6,18
1201,2019,11,6,18
1213,2019,11,6,18
1217,2019,11,6,18
1205,2019,11,6,17
1217,2019,11,6,17
1205,2019,11,6,17
1213,2019,11,6,17
1224,2019,11,6,16
1209,2019,11,6,16
1205,2019,11,6,16
1221,2019,11,6,16
1209,2019,11,6,15
1217,2019,11,6,15
1213,2019,11,6,15
1221,2019,11,6,15
1209,2019,11,6,14
1205,2019,11,6,14
1213,2019,11,6,14
1213,2019,11,6,14
1213,2019,11,6,13
1217,2019,11,6,13
1221,2019,11,6,13
1221,2019,11,6,13
1213,2019,11,6,12
1205,2019,11,6,12
1213,2019,11,6,12
1224,2019,11,6,12
1224,2019,11,6,11
1217,2019,11,6,11
1224,2019,11,6,11
1221,2019,11,6,11
1224,2019,11,6,10
1221,2019,11,6,10
1228,2019,11,6,10
1221,2019,11,6,10
1213,2019,11,6,9
1213,2019,11,6,9
1217,2019,11,6,9
1232,2019,11,6,9
1224,2019,11,6,8
1217,2019,11,6,8
1213,2019,11,6,8
1221,2019,11,6,8
1217,2019,11,6,7
1205,2019,11,6,7
1217,2019,11,6,7
1228,2019,11,6,7
1213,2019,11,6,6
1228,2019,11,6,6
1248,2019,11,6,6
1075,2019,11,6,6
948,2019,11,6,5
944,2019,11,6,5
948,2019,11,6,5
948,2019,11,6,5
936,2019,11,6,4
948,2019,11,6,4
940,2019,11,6,4
948,2019,11,6,4
944,2019,11,6,3
944,2019,11,6,3
948,2019,11,6,3
948,2019,11,6,3
940,2019,11,6,2
940,2019,11,6,2
948,2019,11,6,2
956,2019,11,6,2
952,2019,11,6,1
944,2019,11,6,1
952,2019,11,6,1
944,2019,11,6,1
948,2019,11,6,1
960,2019,11,6,1
952,2019,11,6,0
948,2019,11,6,0
944,2019,11,6,0
952,2019,11,6,0
948,2019,11,5,23
936,2019,11,5,23
952,2019,11,5,23
944,2019,11,5,23
936,2019,11,5,22
948,2019,11,5,22
952,2019,11,5,22
948,2019,11,5,22
952,2019,11,5,21
952,2019,11,5,21
1025,2019,11,5,21
1224,2019,11,5,21
1217,2019,11,5,20
1209,2019,11,5,20
1213,2019,11,5,20
1209,2019,11,5,20
1221,2019,11,5,19
1213,2019,11,5,19
1205,2019,11,5,19
1209,2019,11,5,19
1213,2019,11,5,18
1209,2019,11,5,18
1209,2019,11,5,18
1224,2019,11,5,18
1228,2019,11,5,17
1217,2019,11,5,17
1221,2019,11,5,17
1217,2019,11,5,17
1236,2019,11,5,16
1228,2019,11,5,16
1224,2019,11,5,16
1232,2019,11,5,16
1244,2019,11,5,15
1236,2019,11,5,15
1232,2019,11,5,15
1244,2019,11,5,15
1251,2019,11,5,14
1240,2019,11,5,14
1232,2019,11,5,14
1228,2019,11,5,14
1244,2019,11,5,13
1240,2019,11,5,13
1236,2019,11,5,13
1259,2019,11,5,13
1244,2019,11,5,12
1236,2019,11,5,12
1244,2019,11,5,12
1244,2019,11,5,12
1244,2019,11,5,11
1240,2019,11,5,11
1240,2019,11,5,11
1232,2019,11,5,11
1248,2019,11,5,10
1244,2019,11,5,10
1228,2019,11,5,10
1232,2019,11,5,10
1244,2019,11,5,9
1221,2019,11,5,9
1224,2019,11,5,9
1228,2019,11,5,9
1236,2019,11,5,8
1232,2019,11,5,8
1217,2019,11,5,8
1213,2019,11,5,8
1221,2019,11,5,7
1221,2019,11,5,7
1217,2019,11,5,7
1186,2019,11,5,7
1175,2019,11,5,6
1178,2019,11,5,6
1201,2019,11,5,6
1017,2019,11,5,6
902,2019,11,5,5
894,2019,11,5,5
883,2019,11,5,5
898,2019,11,5,5
898,2019,11,5,4
906,2019,11,5,4
887,2019,11,5,4
894,2019,11,5,4
894,2019,11,5,3
894,2019,11,5,3
887,2019,11,5,3
906,2019,11,5,3
906,2019,11,5,2
898,2019,11,5,2
894,2019,11,5,2
894,2019,11,5,2
898,2019,11,5,1
898,2019,11,5,1
894,2019,11,5,1
890,2019,11,5,1
890,2019,11,5,0
890,2019,11,5,0
890,2019,11,5,0
883,2019,11,5,0
898,2019,11,4,23
890,2019,11,4,23
921,2019,11,4,23
913,2019,11,4,23
917,2019,11,4,22
913,2019,11,4,22
898,2019,11,4,22
403,2019,10,3,22
1217,2019,10,3,21
1232,2019,10,3,21
1294,2019,10,3,21
1489,2019,10,3,21
1489,2019,10,3,20
1489,2019,10,3,20
1497,2019,10,3,20
1516,2019,10,3,20
1524,2019,10,3,19
1539,2019,10,3,19
1547,2019,10,3,19
1559,2019,10,3,19
1551,2019,10,3,18
1547,2019,10,3,18
1562,2019,10,3,18
1566,2019,10,3,18
1578,2019,10,3,17
1616,2019,10,3,17
1651,2019,10,3,17
1681,2019,10,3,17
1704,2019,10,3,16
1708,2019,10,3,16
1739,2019,10,3,16
1739,2019,10,3,16
1751,2019,10,3,15
1762,2019,10,3,15
1770,2019,10,3,15
1766,2019,10,3,15
1758,2019,10,3,14
1770,2019,10,3,14
1774,2019,10,3,14
1804,2019,10,3,14
1827,2019,10,3,13
1839,2019,10,3,13
1850,2019,10,3,13
1835,2019,10,3,13
1804,2019,10,3,12
1789,2019,10,3,12
1816,2019,10,3,12
1804,2019,10,3,12
1831,2019,10,3,11
1754,2019,10,3,11
1724,2019,10,3,11
1716,2019,10,3,11
1712,2019,10,3,10
1720,2019,10,3,10
1728,2019,10,3,10
1731,2019,10,3,10
1731,2019,10,3,9
1739,2019,10,3,9
1728,2019,10,3,9
1704,2019,10,3,9
1551,2019,10,3,8
1551,2019,10,3,8
1497,2019,10,3,8
1455,2019,10,3,8
1516,2019,10,3,7
1570,2019,10,3,7
1240,2019,10,3,7
1224,2019,10,3,7
1205,2019,10,3,6
1194,2019,10,3,6
1221,2019,10,3,6
1048,2019,10,3,6
902,2019,10,3,5
913,2019,10,3,5
906,2019,10,3,5
883,2019,10,3,5
894,2019,10,3,4
879,2019,10,3,4
883,2019,10,3,4
898,2019,10,3,4
890,2019,10,3,3
887,2019,10,3,3
902,2019,10,3,3
887,2019,10,3,3
883,2019,10,3,2
883,2019,10,3,2
887,2019,10,3,2
879,2019,10,3,2
875,2019,10,3,1
898,2019,10,3,1
898,2019,10,3,1
883,2019,10,3,1
894,2019,10,3,0
894,2019,10,3,0
917,2019,10,3,0
933,2019,10,3,0
936,2019,10,2,23
933,2019,10,2,23
971,2019,10,2,23
956,2019,10,2,23
963,2019,10,2,22
975,2019,10,2,22
975,2019,10,2,22
963,2019,10,2,22
971,2019,10,2,21
994,2019,10,2,21
1071,2019,10,2,21
1205,2019,10,2,21
1217,2019,10,2,20
1217,2019,10,2,20
1224,2019,10,2,20
1224,2019,10,2,20
1248,2019,10,2,19
1244,2019,10,2,19
1259,2019,10,2,19
1263,2019,10,2,19
1263,2019,10,2,18
1278,2019,10,2,18
1282,2019,10,2,18
1294,2019,10,2,18
1320,2019,10,2,17
1374,2019,10,2,17
1401,2019,10,2,17
1436,2019,10,2,17
1447,2019,10,2,16
1466,2019,10,2,16
1474,2019,10,2,16
1482,2019,10,2,16
1486,2019,10,2,15
1497,2019,10,2,15
1501,2019,10,2,15
1482,2019,10,2,15
1489,2019,10,2,14
1493,2019,10,2,14
1501,2019,10,2,14
1489,2019,10,2,14
1486,2019,10,2,13
1489,2019,10,2,13
1516,2019,10,2,13
1505,2019,10,2,13
1505,2019,10,2,12
1505,2019,10,2,12
1528,2019,10,2,12
1528,2019,10,2,12
1520,2019,10,2,11
1532,2019,10,2,11
1539,2019,10,2,11
1520,2019,10,2,11
1501,2019,10,2,10
1512,2019,10,2,10
1512,2019,10,2,10
1505,2019,10,2,10
1489,2019,10,2,9
1482,2019,10,2,9
1466,2019,10,2,9
1455,2019,10,2,9
1424,2019,10,2,8
1397,2019,10,2,8
1386,2019,10,2,8
1359,2019,10,2,8
1332,2019,10,2,7
1324,2019,10,2,7
1317,2019,10,2,7
1317,2019,10,2,7
1286,2019,10,2,6
1263,2019,10,2,6
1297,2019,10,2,6
1136,2019,10,2,6
983,2019,10,2,5
967,2019,10,2,5
979,2019,10,2,5
975,2019,10,2,5
971,2019,10,2,4
960,2019,10,2,4
986,2019,10,2,4
986,2019,10,2,4
967,2019,10,2,3
967,2019,10,2,3
994,2019,10,2,3
979,2019,10,2,3
975,2019,10,2,2
983,2019,10,2,2
994,2019,10,2,2
979,2019,10,2,2
963,2019,10,2,1
986,2019,10,2,1
979,2019,10,2,1
975,2019,10,2,1
986,2019,10,2,0
998,2019,10,2,0
990,2019,10,2,0
983,2019,10,2,0
990,2019,10,1,23
990,2019,10,1,23
1009,2019,10,1,23
1009,2019,10,1,23
1002,2019,10,1,22
1009,2019,10,1,22
1013,2019,10,1,22
1009,2019,10,1,22
998,2019,10,1,21
1032,2019,10,1,21
1094,2019,10,1,21
1290,2019,10,1,21
1297,2019,10,1,20
1313,2019,10,1,20
1320,2019,10,1,20
1317,2019,10,1,20
1324,2019,10,1,19
1332,2019,10,1,19
1351,2019,10,1,19
1355,2019,10,1,19
1359,2019,10,1,18
1363,2019,10,1,18
1374,2019,10,1,18
1367,2019,10,1,18
1397,2019,10,1,17
1413,2019,10,1,17
1459,2019,10,1,17
1493,2019,10,1,17
1505,2019,10,1,16
1524,2019,10,1,16
1532,2019,10,1,16
1547,2019,10,1,16
1559,2019,10,1,15
1574,2019,10,1,15
1585,2019,10,1,15
1578,2019,10,1,15
1566,2019,10,1,14
1582,2019,10,1,14
1582,2019,10,1,14
1570,2019,10,1,14
1578,2019,10,1,13
1582,2019,10,1,13
1593,2019,10,1,13
1570,2019,10,1,13
1570,2019,10,1,12
1582,2019,10,1,12
1608,2019,10,1,12
1585,2019,10,1,12
1597,2019,10,1,11
1593,2019,10,1,11
1589,2019,10,1,11
1585,2019,10,1,11
1582,2019,10,1,10
1566,2019,10,1,10
1570,2019,10,1,10
1566,2019,10,1,10
1532,2019,10,1,9
1516,2019,10,1,9
1505,2019,10,1,9
1470,2019,10,1,9
1416,2019,10,1,8
1401,2019,10,1,8
1386,2019,10,1,8
1355,2019,10,1,8
1332,2019,10,1,7
1313,2019,10,1,7
1317,2019,10,1,7
1290,2019,10,1,7
1282,2019,10,1,6
1267,2019,10,1,6
1290,2019,10,1,6
1082,2019,10,1,6
956,2019,10,1,5
963,2019,10,1,5
975,2019,10,1,5
960,2019,10,1,5
948,2019,10,1,4
952,2019,10,1,4
948,2019,10,1,4
960,2019,10,1,4
948,2019,10,1,3
936,2019,10,1,3
948,2019,10,1,3
952,2019,10,1,3
948,2019,10,1,2
936,2019,10,1,2
960,2019,10,1,2
952,2019,10,1,2
944,2019,10,1,1
948,2019,10,1,1
963,2019,10,1,1
971,2019,10,1,1
940,2019,10,1,0
948,2019,10,1,0
956,2019,10,1,0
944,2019,10,1,0
940,2019,10,0,23
952,2019,10,0,23
963,2019,10,0,23
952,2019,10,0,23
