Total_Demand_KW,year,month,dayofweek,hour
1201,2017,11,0,7
1209,2017,11,0,7
1213,2017,11,0,6
1201,2017,11,0,6
1209,2017,11,0,6
894,2017,11,0,6
860,2017,11,0,5
852,2017,11,0,5
856,2017,11,0,5
871,2017,11,0,5
856,2017,11,0,4
864,2017,11,0,4
864,2017,11,0,4
887,2017,11,0,4
864,2017,11,0,3
848,2017,11,0,3
860,2017,11,0,3
860,2017,11,0,3
864,2017,11,0,2
852,2017,11,0,2
848,2017,11,0,2
860,2017,11,0,2
852,2017,11,0,1
848,2017,11,0,1
844,2017,11,0,1
852,2017,11,0,1
860,2017,11,0,0
879,2017,11,0,0
894,2017,11,0,0
883,2017,11,0,0
879,2017,11,6,23
879,2017,11,6,23
883,2017,11,6,23
898,2017,11,6,23
883,2017,11,6,22
890,2017,11,6,22
894,2017,11,6,22
887,2017,11,6,22
887,2017,11,6,21
910,2017,11,6,21
890,2017,11,6,21
1140,2017,11,6,21
1117,2017,11,6,20
1125,2017,11,6,20
1121,2017,11,6,20
1117,2017,11,6,20
1117,2017,11,6,19
1121,2017,11,6,19
1125,2017,11,6,19
1117,2017,11,6,19
1117,2017,11,6,18
1113,2017,11,6,18
1117,2017,11,6,18
1117,2017,11,6,18
1132,2017,11,6,17
1121,2017,11,6,17
1125,2017,11,6,17
1125,2017,11,6,17
1125,2017,11,6,16
1125,2017,11,6,16
1121,2017,11,6,16
1128,2017,11,6,16
1125,2017,11,6,15
1125,2017,11,6,15
1128,2017,11,6,15
1128,2017,11,6,15
1128,2017,11,6,14
1125,2017,11,6,14
1128,2017,11,6,14
1125,2017,11,6,14
1125,2017,11,6,13
1117,2017,11,6,13
1128,2017,11,6,13
1121,2017,11,6,13
1117,2017,11,6,12
1125,2017,11,6,12
1117,2017,11,6,12
1132,2017,11,6,12
1140,2017,11,6,11
1121,2017,11,6,11
1125,2017,11,6,11
1117,2017,11,6,11
1128,2017,11,6,10
1125,2017,11,6,10
1128,2017,11,6,10
1109,2017,11,6,10
1128,2017,11,6,9
1128,2017,11,6,9
1152,2017,11,6,9
1125,2017,11,6,9
1125,2017,11,6,8
1121,2017,11,6,8
1117,2017,11,6,8
1132,2017,11,6,8
1136,2017,11,6,7
1128,2017,11,6,7
1132,2017,11,6,7
1128,2017,11,6,7
1128,2017,11,6,6
1148,2017,11,6,6
1201,2017,11,6,6
883,2017,11,6,6
860,2017,11,6,5
864,2017,11,6,5
860,2017,11,6,5
875,2017,11,6,5
871,2017,11,6,4
864,2017,11,6,4
860,2017,11,6,4
860,2017,11,6,4
867,2017,11,6,3
867,2017,11,6,3
879,2017,11,6,3
879,2017,11,6,3
871,2017,11,6,2
856,2017,11,6,2
871,2017,11,6,2
871,2017,11,6,2
879,2017,11,6,1
860,2017,11,6,1
864,2017,11,6,1
875,2017,11,6,1
875,2017,11,6,1
871,2017,11,6,1
875,2017,11,6,1
871,2017,11,6,1
867,2017,11,6,0
864,2017,11,6,0
887,2017,11,6,0
883,2017,11,6,0
883,2017,11,5,23
890,2017,11,5,23
890,2017,11,5,23
890,2017,11,5,23
879,2017,11,5,22
879,2017,11,5,22
902,2017,11,5,22
1171,2017,11,5,22
1144,2017,11,5,21
1144,2017,11,5,21
1152,2017,11,5,21
1155,2017,11,5,21
1148,2017,11,5,20
1159,2017,11,5,20
1167,2017,11,5,20
1152,2017,11,5,20
1155,2017,11,5,19
1152,2017,11,5,19
1152,2017,11,5,19
1163,2017,11,5,19
1159,2017,11,5,18
1171,2017,11,5,18
1159,2017,11,5,18
1155,2017,11,5,18
1167,2017,11,5,17
1163,2017,11,5,17
1155,2017,11,5,17
1178,2017,11,5,17
1159,2017,11,5,16
1171,2017,11,5,16
1167,2017,11,5,16
1175,2017,11,5,16
1167,2017,11,5,15
1175,2017,11,5,15
1175,2017,11,5,15
1163,2017,11,5,15
1167,2017,11,5,14
1171,2017,11,5,14
1167,2017,11,5,14
1182,2017,11,5,14
1175,2017,11,5,13
1163,2017,11,5,13
1167,2017,11,5,13
1167,2017,11,5,13
1175,2017,11,5,12
1178,2017,11,5,12
1175,2017,11,5,12
1178,2017,11,5,12
1167,2017,11,5,11
1182,2017,11,5,11
1178,2017,11,5,11
1159,2017,11,5,11
1178,2017,11,5,10
1190,2017,11,5,10
1198,2017,11,5,10
1194,2017,11,5,10
1182,2017,11,5,9
1186,2017,11,5,9
1182,2017,11,5,9
1152,2017,11,5,9
1155,2017,11,5,8
1159,2017,11,5,8
1171,2017,11,5,8
1159,2017,11,5,8
1163,2017,11,5,7
1171,2017,11,5,7
1221,2017,11,5,7
894,2017,11,5,7
875,2017,11,5,6
875,2017,11,5,6
871,2017,11,5,6
879,2017,11,5,6
883,2017,11,5,5
879,2017,11,5,5
871,2017,11,5,5
871,2017,11,5,5
871,2017,11,5,4
871,2017,11,5,4
871,2017,11,5,4
879,2017,11,5,4
883,2017,11,5,3
871,2017,11,5,3
871,2017,11,5,3
875,2017,11,5,3
871,2017,11,5,2
867,2017,11,5,2
871,2017,11,5,2
875,2017,11,5,2
856,2017,11,5,1
856,2017,11,5,1
856,2017,11,5,1
864,2017,11,5,1
875,2017,11,5,0
883,2017,11,5,0
883,2017,11,5,0
890,2017,11,5,0
879,2017,11,4,23
875,2017,11,4,23
879,2017,11,4,23
875,2017,11,4,23
867,2017,11,4,22
867,2017,11,4,22
871,2017,11,4,22
890,2017,11,4,22
890,2017,11,4,21
887,2017,11,4,21
906,2017,11,4,21
1171,2017,11,4,21
1171,2017,11,4,20
1175,2017,11,4,20
1178,2017,11,4,20
1194,2017,11,4,20
1205,2017,11,4,19
1205,2017,11,4,19
1221,2017,11,4,19
1224,2017,11,4,19
1232,2017,11,4,18
1224,2017,11,4,18
1228,2017,11,4,18
1244,2017,11,4,18
1259,2017,11,4,17
1317,2017,11,4,17
1355,2017,11,4,17
1386,2017,11,4,17
1405,2017,11,4,16
1409,2017,11,4,16
1428,2017,11,4,16
1443,2017,11,4,16
1443,2017,11,4,15
1443,2017,11,4,15
1463,2017,11,4,15
1451,2017,11,4,15
1440,2017,11,4,14
1447,2017,11,4,14
1455,2017,11,4,14
1455,2017,11,4,14
1459,2017,11,4,13
1459,2017,11,4,13
1463,2017,11,4,13
1482,2017,11,4,13
1463,2017,11,4,12
1470,2017,11,4,12
1478,2017,11,4,12
1478,2017,11,4,12
1489,2017,11,4,11
1493,2017,11,4,11
1489,2017,11,4,11
1486,2017,11,4,11
1455,2017,11,4,10
1482,2017,11,4,10
1482,2017,11,4,10
1474,2017,11,4,10
1466,2017,11,4,9
1451,2017,11,4,9
1432,2017,11,4,9
1401,2017,11,4,9
1363,2017,11,4,8
1332,2017,11,4,8
1324,2017,11,4,8
1294,2017,11,4,8
1255,2017,11,4,7
1255,2017,11,4,7
1224,2017,11,4,7
1221,2017,11,4,7
1228,2017,11,4,6
1198,2017,11,4,6
1244,2017,11,4,6
921,2017,11,4,6
910,2017,11,4,5
910,2017,11,4,5
898,2017,11,4,5
883,2017,11,4,5
887,2017,11,4,4
887,2017,11,4,4
898,2017,11,4,4
910,2017,11,4,4
898,2017,11,4,3
890,2017,11,4,3
883,2017,11,4,3
875,2017,11,4,3
883,2017,11,4,2
910,2017,11,4,2
936,2017,11,4,2
929,2017,11,4,2
921,2017,11,4,1
910,2017,11,4,1
929,2017,11,4,1
936,2017,11,4,1
933,2017,11,4,0
940,2017,11,4,0
956,2017,11,4,0
887,2017,11,4,0
887,2017,11,3,23
887,2017,11,3,23
906,2017,11,3,23
894,2017,11,3,23
879,2017,11,3,22
883,2017,11,3,22
890,2017,11,3,22
890,2017,11,3,22
917,2017,11,3,21
921,2017,11,3,21
898,2017,11,3,21
1178,2017,11,3,21
1178,2017,11,3,20
1201,2017,11,3,20
1213,2017,11,3,20
1205,2017,11,3,20
1205,2017,11,3,19
1209,2017,11,3,19
1240,2017,11,3,19
1240,2017,11,3,19
1251,2017,11,3,18
1274,2017,11,3,18
1294,2017,11,3,18
1320,2017,11,3,18
1351,2017,11,3,17
1370,2017,11,3,17
1397,2017,11,3,17
1436,2017,11,3,17
1443,2017,11,3,16
1459,2017,11,3,16
1455,2017,11,3,16
1466,2017,11,3,16
1486,2017,11,3,15
1493,2017,11,3,15
1497,2017,11,3,15
1501,2017,11,3,15
1497,2017,11,3,14
1501,2017,11,3,14
1501,2017,11,3,14
1489,2017,11,3,14
1489,2017,11,3,13
1497,2017,11,3,13
1505,2017,11,3,13
1505,2017,11,3,13
1516,2017,11,3,12
1516,2017,11,3,12
1536,2017,11,3,12
1566,2017,11,3,12
1570,2017,11,3,11
1555,2017,11,3,11
1570,2017,11,3,11
1570,2017,11,3,11
1555,2017,11,3,10
1566,2017,11,3,10
1551,2017,11,3,10
1551,2017,11,3,10
1547,2017,11,3,9
1539,2017,11,3,9
1516,2017,11,3,9
1459,2017,11,3,9
1405,2017,11,3,8
1363,2017,11,3,8
1363,2017,11,3,8
1336,2017,11,3,8
1309,2017,11,3,7
1290,2017,11,3,7
1286,2017,11,3,7
1267,2017,11,3,7
1259,2017,11,3,6
1248,2017,11,3,6
1282,2017,11,3,6
960,2017,11,3,6
960,2017,11,3,5
929,2017,11,3,5
929,2017,11,3,5
933,2017,11,3,5
925,2017,11,3,4
929,2017,11,3,4
940,2017,11,3,4
940,2017,11,3,4
929,2017,11,3,3
917,2017,11,3,3
940,2017,11,3,3
944,2017,11,3,3
940,2017,11,3,2
948,2017,11,3,2
956,2017,11,3,2
940,2017,11,3,2
913,2017,11,3,1
910,2017,11,3,1
929,2017,11,3,1
940,2017,11,3,1
929,2017,11,3,0
921,2017,11,3,0
948,2017,11,3,0
963,2017,11,3,0
933,2017,11,2,23
933,2017,11,2,23
960,2017,11,2,23
971,2017,11,2,23
979,2017,11,2,22
971,2017,11,2,22
975,2017,11,2,22
983,2017,11,2,22
994,2017,11,2,21
990,2017,11,2,21
998,2017,11,2,21
1224,2017,11,2,21
1209,2017,11,2,20
1209,2017,11,2,20
1228,2017,11,2,20
1244,2017,11,2,20
1244,2017,11,2,19
1267,2017,11,2,19
1282,2017,11,2,19
1290,2017,11,2,19
1294,2017,11,2,18
1313,2017,11,2,18
1332,2017,11,2,18
1351,2017,11,2,18
1367,2017,11,2,17
1401,2017,11,2,17
1443,2017,11,2,17
1497,2017,11,2,17
1562,2017,11,2,16
1574,2017,11,2,16
1585,2017,11,2,16
1597,2017,11,2,16
1608,2017,11,2,15
1605,2017,11,2,15
1608,2017,11,2,15
1612,2017,11,2,15
1628,2017,11,2,14
1632,2017,11,2,14
1635,2017,11,2,14
1643,2017,11,2,14
1643,2017,11,2,13
1632,2017,11,2,13
1651,2017,11,2,13
1647,2017,11,2,13
1643,2017,11,2,12
1639,2017,11,2,12
1643,2017,11,2,12
1651,2017,11,2,12
1655,2017,11,2,11
1655,2017,11,2,11
1655,2017,11,2,11
1651,2017,11,2,11
1635,2017,11,2,10
1635,2017,11,2,10
1647,2017,11,2,10
1597,2017,11,2,10
1605,2017,11,2,9
1593,2017,11,2,9
1574,2017,11,2,9
1509,2017,11,2,9
1466,2017,11,2,8
1440,2017,11,2,8
1416,2017,11,2,8
1397,2017,11,2,8
1320,2017,11,2,7
1297,2017,11,2,7
1290,2017,11,2,7
1259,2017,11,2,7
1236,2017,11,2,6
1209,2017,11,2,6
1244,2017,11,2,6
933,2017,11,2,6
898,2017,11,2,5
890,2017,11,2,5
890,2017,11,2,5
894,2017,11,2,5
894,2017,11,2,4
890,2017,11,2,4
894,2017,11,2,4
883,2017,11,2,4
890,2017,11,2,3
887,2017,11,2,3
887,2017,11,2,3
890,2017,11,2,3
894,2017,11,2,2
887,2017,11,2,2
898,2017,11,2,2
883,2017,11,2,2
879,2017,11,2,1
883,2017,11,2,1
875,2017,11,2,1
887,2017,11,2,1
887,2017,11,2,0
890,2017,11,2,0
921,2017,11,2,0
929,2017,11,2,0
925,2017,10,1,23
913,2017,10,1,23
933,2017,10,1,23
925,2017,10,1,23
956,2017,10,1,22
948,2017,10,1,22
944,2017,10,1,22
952,2017,10,1,22
960,2017,10,1,21
983,2017,10,1,21
963,2017,10,1,21
1217,2017,10,1,21
1194,2017,10,1,20
1198,2017,10,1,20
1201,2017,10,1,20
1224,2017,10,1,20
1213,2017,10,1,19
1236,2017,10,1,19
1251,2017,10,1,19
1255,2017,10,1,19
1271,2017,10,1,18
1267,2017,10,1,18
1267,2017,10,1,18
1263,2017,10,1,18
1290,2017,10,1,17
1336,2017,10,1,17
1355,2017,10,1,17
1393,2017,10,1,17
1420,2017,10,1,16
1424,2017,10,1,16
1451,2017,10,1,16
1474,2017,10,1,16
1486,2017,10,1,15
1493,2017,10,1,15
1505,2017,10,1,15
1520,2017,10,1,15
1512,2017,10,1,14
1516,2017,10,1,14
1532,2017,10,1,14
1547,2017,10,1,14
1528,2017,10,1,13
1547,2017,10,1,13
1551,2017,10,1,13
1543,2017,10,1,13
1543,2017,10,1,12
1559,2017,10,1,12
1555,2017,10,1,12
1562,2017,10,1,12
1551,2017,10,1,11
1543,2017,10,1,11
1543,2017,10,1,11
1562,2017,10,1,11
1562,2017,10,1,10
1559,2017,10,1,10
1543,2017,10,1,10
1536,2017,10,1,10
1512,2017,10,1,9
1486,2017,10,1,9
1482,2017,10,1,9
1432,2017,10,1,9
1397,2017,10,1,8
1359,2017,10,1,8
1340,2017,10,1,8
1313,2017,10,1,8
1267,2017,10,1,7
1248,2017,10,1,7
1236,2017,10,1,7
1221,2017,10,1,7
1201,2017,10,1,6
1198,2017,10,1,6
1255,2017,10,1,6
944,2017,10,1,6
902,2017,10,1,5
898,2017,10,1,5
894,2017,10,1,5
890,2017,10,1,5
902,2017,10,1,4
898,2017,10,1,4
906,2017,10,1,4
890,2017,10,1,4
898,2017,10,1,3
887,2017,10,1,3
894,2017,10,1,3
902,2017,10,1,3
887,2017,10,1,2
894,2017,10,1,2
898,2017,10,1,2
898,2017,10,1,2
890,2017,10,1,1
887,2017,10,1,1
879,2017,10,1,1
890,2017,10,1,1
902,2017,10,1,0
902,2017,10,1,0
952,2017,10,1,0
960,2017,10,1,0
956,2017,10,0,23
948,2017,10,0,23
975,2017,10,0,23
979,2017,10,0,23
990,2017,10,0,22
998,2017,10,0,22
983,2017,10,0,22
1002,2017,10,0,22
1006,2017,10,0,21
1048,2017,10,0,21
1021,2017,10,0,21
1224,2017,10,0,21
1213,2017,10,0,20
1217,2017,10,0,20
1224,2017,10,0,20
1221,2017,10,0,20
1228,2017,10,0,19
1236,2017,10,0,19
1248,2017,10,0,19
1259,2017,10,0,19
1263,2017,10,0,18
1286,2017,10,0,18
1305,2017,10,0,18
1301,2017,10,0,18
1328,2017,10,0,17
1355,2017,10,0,17
1405,2017,10,0,17
1436,2017,10,0,17
1451,2017,10,0,16
1459,2017,10,0,16
1489,2017,10,0,16
1489,2017,10,0,16
1501,2017,10,0,15
1497,2017,10,0,15
1512,2017,10,0,15
1509,2017,10,0,15
1512,2017,10,0,14
1516,2017,10,0,14
1524,2017,10,0,14
1512,2017,10,0,14
1505,2017,10,0,13
1512,2017,10,0,13
1516,2017,10,0,13
1497,2017,10,0,13
1501,2017,10,0,12
1516,2017,10,0,12
1516,2017,10,0,12
1516,2017,10,0,12
1528,2017,10,0,11
1512,2017,10,0,11
1520,2017,10,0,11
1524,2017,10,0,11
1509,2017,10,0,10
1509,2017,10,0,10
1489,2017,10,0,10
1474,2017,10,0,10
1455,2017,10,0,9
1443,2017,10,0,9
1393,2017,10,0,9
1359,2017,10,0,9
1328,2017,10,0,8
1309,2017,10,0,8
1259,2017,10,0,8
1221,2017,10,0,8
1201,2017,10,0,7
1205,2017,10,0,7
1198,2017,10,0,7
1171,2017,10,0,7
1152,2017,10,0,6
1132,2017,10,0,6
1182,2017,10,0,6
867,2017,10,0,6
856,2017,10,0,5
856,2017,10,0,5
844,2017,10,0,5
840,2017,10,0,5
852,2017,10,0,4
860,2017,10,0,4
856,2017,10,0,4
860,2017,10,0,4
852,2017,10,0,3
833,2017,10,0,3
848,2017,10,0,3
837,2017,10,0,3
840,2017,10,0,2
840,2017,10,0,2
856,2017,10,0,2
852,2017,10,0,2
833,2017,10,0,1
837,2017,10,0,1
840,2017,10,0,1
860,2017,10,0,1
840,2017,10,0,0
837,2017,10,0,0
852,2017,10,0,0
864,2017,10,0,0
867,2017,10,6,23
864,2017,10,6,23
860,2017,10,6,23
848,2017,10,6,23
852,2017,10,6,22
860,2017,10,6,22
864,2017,10,6,22
852,2017,10,6,22
860,2017,10,6,21
867,2017,10,6,21
864,2017,10,6,21
1125,2017,10,6,21
1105,2017,10,6,20
1117,2017,10,6,20
1117,2017,10,6,20
1109,2017,10,6,20
1109,2017,10,6,19
1105,2017,10,6,19
1113,2017,10,6,19
1117,2017,10,6,19
1117,2017,10,6,18
1113,2017,10,6,18
1105,2017,10,6,18
1109,2017,10,6,18
1117,2017,10,6,17
1102,2017,10,6,17
1098,2017,10,6,17
1109,2017,10,6,17
1113,2017,10,6,16
1113,2017,10,6,16
1109,2017,10,6,16
1109,2017,10,6,16
1136,2017,10,6,15
1121,2017,10,6,15
1125,2017,10,6,15
1140,2017,10,6,15
1132,2017,10,6,14
1125,2017,10,6,14
1128,2017,10,6,14
1128,2017,10,6,14
1132,2017,10,6,13
1132,2017,10,6,13
1121,2017,10,6,13
1125,2017,10,6,13
1121,2017,10,6,12
1128,2017,10,6,12
1117,2017,10,6,12
1136,2017,10,6,12
1121,2017,10,6,11
1128,2017,10,6,11
1136,2017,10,6,11
1117,2017,10,6,11
1128,2017,10,6,10
1113,2017,10,6,10
1125,2017,10,6,10
1121,2017,10,6,10
1105,2017,10,6,9
1102,2017,10,6,9
1105,2017,10,6,9
1117,2017,10,6,9
1082,2017,10,6,8
1109,2017,10,6,8
1102,2017,10,6,8
1117,2017,10,6,8
1113,2017,10,6,7
1105,2017,10,6,7
1109,2017,10,6,7
1113,2017,10,6,7
1113,2017,10,6,6
1117,2017,10,6,6
1171,2017,10,6,6
837,2017,10,6,6
837,2017,10,6,5
844,2017,10,6,5
840,2017,10,6,5
840,2017,10,6,5
856,2017,10,6,4
844,2017,10,6,4
837,2017,10,6,4
833,2017,10,6,4
844,2017,10,6,3
825,2017,10,6,3
840,2017,10,6,3
852,2017,10,6,3
856,2017,10,6,2
852,2017,10,6,2
840,2017,10,6,2
844,2017,10,6,2
837,2017,10,6,1
821,2017,10,6,1
821,2017,10,6,1
840,2017,10,6,1
852,2017,10,6,0
860,2017,10,6,0
860,2017,10,6,0
871,2017,10,6,0
867,2017,10,5,23
867,2017,10,5,23
871,2017,10,5,23
864,2017,10,5,23
875,2017,10,5,22
867,2017,10,5,22
867,2017,10,5,22
875,2017,10,5,22
871,2017,10,5,21
871,2017,10,5,21
879,2017,10,5,21
1140,2017,10,5,21
1098,2017,10,5,20
1105,2017,10,5,20
1109,2017,10,5,20
1105,2017,10,5,20
1105,2017,10,5,19
1113,2017,10,5,19
1128,2017,10,5,19
1105,2017,10,5,19
1105,2017,10,5,18
1117,2017,10,5,18
1113,2017,10,5,18
1109,2017,10,5,18
1113,2017,10,5,17
1109,2017,10,5,17
1117,2017,10,5,17
1125,2017,10,5,17
1128,2017,10,5,16
1132,2017,10,5,16
1075,2017,10,5,16
948,2017,10,5,16
180,2017,10,5,15
0,2017,10,5,15
311,2017,10,5,15
1136,2017,10,5,15
1128,2017,10,5,14
1128,2017,10,5,14
1128,2017,10,5,14
1128,2017,10,5,14
1128,2017,10,5,13
1117,2017,10,5,13
1125,2017,10,5,13
1109,2017,10,5,13
1128,2017,10,5,12
1128,2017,10,5,12
1128,2017,10,5,12
1125,2017,10,5,12
1132,2017,10,5,11
1144,2017,10,5,11
1144,2017,10,5,11
1128,2017,10,5,11
1128,2017,10,5,10
1136,2017,10,5,10
1136,2017,10,5,10
1155,2017,10,5,10
1148,2017,10,5,9
1128,2017,10,5,9
1125,2017,10,5,9
1144,2017,10,5,9
1132,2017,10,5,8
1128,2017,10,5,8
1121,2017,10,5,8
1128,2017,10,5,8
1121,2017,10,5,7
1125,2017,10,5,7
1132,2017,10,5,7
1125,2017,10,5,7
1125,2017,10,5,6
1121,2017,10,5,6
1194,2017,10,5,6
860,2017,10,5,6
856,2017,10,5,5
856,2017,10,5,5
860,2017,10,5,5
840,2017,10,5,5
852,2017,10,5,4
848,2017,10,5,4
852,2017,10,5,4
856,2017,10,5,4
852,2017,10,5,3
848,2017,10,5,3
852,2017,10,5,3
871,2017,10,5,3
860,2017,10,5,2
864,2017,10,5,2
871,2017,10,5,2
867,2017,10,5,2
856,2017,10,5,1
844,2017,10,5,1
856,2017,10,5,1
860,2017,10,5,1
867,2017,10,5,0
883,2017,10,5,0
894,2017,10,5,0
887,2017,10,5,0
879,2017,10,4,23
879,2017,10,4,23
890,2017,10,4,23
883,2017,10,4,23
887,2017,10,4,22
887,2017,10,4,22
890,2017,10,4,22
887,2017,10,4,22
887,2017,10,4,21
902,2017,10,4,21
902,2017,10,4,21
1178,2017,10,4,21
1163,2017,10,4,20
1171,2017,10,4,20
1178,2017,10,4,20
1178,2017,10,4,20
1186,2017,10,4,19
1198,2017,10,4,19
1221,2017,10,4,19
1228,2017,10,4,19
1232,2017,10,4,18
1248,2017,10,4,18
1267,2017,10,4,18
1282,2017,10,4,18
1301,2017,10,4,17
1336,2017,10,4,17
1370,2017,10,4,17
1420,2017,10,4,17
1432,2017,10,4,16
1447,2017,10,4,16
1463,2017,10,4,16
1486,2017,10,4,16
1497,2017,10,4,15
1493,2017,10,4,15
1486,2017,10,4,15
1497,2017,10,4,15
1501,2017,10,4,14
1505,2017,10,4,14
1489,2017,10,4,14
1493,2017,10,4,14
1489,2017,10,4,13
1505,2017,10,4,13
1512,2017,10,4,13
1509,2017,10,4,13
1509,2017,10,4,12
1512,2017,10,4,12
1536,2017,10,4,12
1520,2017,10,4,12
1532,2017,10,4,11
1532,2017,10,4,11
1555,2017,10,4,11
1536,2017,10,4,11
1528,2017,10,4,10
1512,2017,10,4,10
1512,2017,10,4,10
1497,2017,10,4,10
1501,2017,10,4,9
1482,2017,10,4,9
1455,2017,10,4,9
1424,2017,10,4,9
1420,2017,10,4,8
1390,2017,10,4,8
1370,2017,10,4,8
1313,2017,10,4,8
1297,2017,10,4,7
1282,2017,10,4,7
1271,2017,10,4,7
1255,2017,10,4,7
1255,2017,10,4,6
1248,2017,10,4,6
1278,2017,10,4,6
1006,2017,10,4,6
940,2017,10,4,5
940,2017,10,4,5
933,2017,10,4,5
929,2017,10,4,5
929,2017,10,4,4
933,2017,10,4,4
936,2017,10,4,4
902,2017,10,4,4
913,2017,10,4,3
917,2017,10,4,3
925,2017,10,4,3
910,2017,10,4,3
906,2017,10,4,2
910,2017,10,4,2
925,2017,10,4,2
921,2017,10,4,2
902,2017,10,4,1
902,2017,10,4,1
902,2017,10,4,1
917,2017,10,4,1
925,2017,10,4,0
933,2017,10,4,0
967,2017,10,4,0
983,2017,10,4,0
986,2017,10,3,23
971,2017,10,3,23
983,2017,10,3,23
983,2017,10,3,23
986,2017,10,3,22
979,2017,10,3,22
975,2017,10,3,22
1002,2017,10,3,22
990,2017,10,3,21
1025,2017,10,3,21
1025,2017,10,3,21
1255,2017,10,3,21
1244,2017,10,3,20
1248,2017,10,3,20
1248,2017,10,3,20
1251,2017,10,3,20
1271,2017,10,3,19
1290,2017,10,3,19
1305,2017,10,3,19
1320,2017,10,3,19
1320,2017,10,3,18
1332,2017,10,3,18
1336,2017,10,3,18
1351,2017,10,3,18
1390,2017,10,3,17
1662,2017,10,3,17
1754,2017,10,3,17
1781,2017,10,3,17
1800,2017,10,3,16
1835,2017,10,3,16
1877,2017,10,3,16
1893,2017,10,3,16
1858,2017,10,3,15
1873,2017,10,3,15
1912,2017,10,3,15
1969,2017,10,3,15
1973,2017,10,3,14
1904,2017,10,3,14
1912,2017,10,3,14
1916,2017,10,3,14
1966,2017,10,3,13
1958,2017,10,3,13
1920,2017,10,3,13
1893,2017,10,3,13
1900,2017,10,3,12
1954,2017,10,3,12
1962,2017,10,3,12
1923,2017,10,3,12
1916,2017,10,3,11
1916,2017,10,3,11
1966,2017,10,3,11
1977,2017,10,3,11
1946,2017,10,3,10
1920,2017,10,3,10
1920,2017,10,3,10
1900,2017,10,3,10
1877,2017,10,3,9
1870,2017,10,3,9
1839,2017,10,3,9
1789,2017,10,3,9
1766,2017,10,3,8
1751,2017,10,3,8
1747,2017,10,3,8
1735,2017,10,3,8
1735,2017,10,3,7
1643,2017,10,3,7
1451,2017,10,3,7
1305,2017,10,3,7
1286,2017,10,3,6
1286,2017,10,3,6
1320,2017,10,3,6
1002,2017,10,3,6
979,2017,10,3,5
986,2017,10,3,5
971,2017,10,3,5
979,2017,10,3,5
1002,2017,10,3,4
979,2017,10,3,4
990,2017,10,3,4
990,2017,10,3,4
971,2017,10,3,3
960,2017,10,3,3
952,2017,10,3,3
960,2017,10,3,3
952,2017,10,3,2
960,2017,10,3,2
967,2017,10,3,2
956,2017,10,3,2
936,2017,10,3,1
929,2017,10,3,1
929,2017,10,3,1
948,2017,10,3,1
967,2017,10,3,0
956,2017,10,3,0
986,2017,10,3,0
1013,2017,10,3,0
1013,2017,10,2,23
1002,2017,10,2,23
994,2017,10,2,23
1009,2017,10,2,23
1017,2017,10,2,22
1021,2017,10,2,22
994,2017,10,2,22
1002,2017,10,2,22
1013,2017,10,2,21
1040,2017,10,2,21
1021,2017,10,2,21
1271,2017,10,2,21
1263,2017,10,2,20
1282,2017,10,2,20
1301,2017,10,2,20
1539,2017,10,2,20
1662,2017,10,2,19
1678,2017,10,2,19
1689,2017,10,2,19
1712,2017,10,2,19
1712,2017,10,2,18
1735,2017,10,2,18
1754,2017,10,2,18
1774,2017,10,2,18
1797,2017,10,2,17
1824,2017,10,2,17
1854,2017,10,2,17
1896,2017,10,2,17
1912,2017,10,2,16
1912,2017,10,2,16
1935,2017,10,2,16
1935,2017,10,2,16
1927,2017,10,2,15
1931,2017,10,2,15
1946,2017,10,2,15
1973,2017,10,2,15
1958,2017,10,2,14
1966,2017,10,2,14
1969,2017,10,2,14
1969,2017,10,2,14
1966,2017,10,2,13
2004,2017,10,2,13
2012,2017,10,2,13
2016,2017,10,2,13
2046,2017,10,2,12
2081,2017,10,2,12
2138,2017,10,2,12
1943,2017,10,2,12
1708,2017,10,2,11
1939,2017,10,2,11
2016,2017,10,2,11
2023,2017,10,2,11
2016,2017,10,2,10
2008,2017,10,2,10
2012,2017,10,2,10
2004,2017,10,2,10
1985,2017,10,2,9
1962,2017,10,2,9
1958,2017,10,2,9
1931,2017,10,2,9
1916,2017,10,2,8
1904,2017,10,2,8
1912,2017,10,2,8
1873,2017,10,2,8
1870,2017,10,2,7
1743,2017,10,2,7
1409,2017,10,2,7
1244,2017,10,2,7
1267,2017,10,2,6
1251,2017,10,2,6
1313,2017,10,2,6
1002,2017,10,2,6
979,2017,10,2,5
979,2017,10,2,5
979,2017,10,2,5
971,2017,10,2,5
975,2017,10,2,4
967,2017,10,2,4
960,2017,10,2,4
963,2017,10,2,4
986,2017,10,2,3
971,2017,10,2,3
960,2017,10,2,3
960,2017,10,2,3
952,2017,10,2,2
960,2017,10,2,2
979,2017,10,2,2
960,2017,10,2,2
971,2017,10,2,1
963,2017,10,2,1
971,2017,10,2,1
971,2017,10,2,1
952,2017,10,2,0
963,2017,10,2,0
1006,2017,10,2,0
1025,2017,10,2,0
1029,2017,10,1,23
1009,2017,10,1,23
1021,2017,10,1,23
1036,2017,10,1,23
1052,2017,10,1,22
1040,2017,10,1,22
1048,2017,10,1,22
1048,2017,10,1,22
1040,2017,10,1,21
1052,2017,10,1,21
1071,2017,10,1,21
1301,2017,10,1,21
1286,2017,10,1,20
1290,2017,10,1,20
1317,2017,10,1,20
